,Ticker,Exchange,Name,Sector,Industry
1758,LBTYA,NASDAQ,Liberty Global Plc,Consumer Services,Television Services
1759,LBTYB,NASDAQ,Liberty Global Plc,Consumer Services,Television Services
1760,LBTYK,NASDAQ,Liberty Global Plc,Consumer Services,Television Services
1761,LCA,NASDAQ,Landcadia Holdings Inc,Finance,Business Services
1762,LCAHU,NASDAQ,Landcadia Holdings Inc,Finance,Business Services
1763,LCAHW,NASDAQ,Landcadia Holdings Inc,Finance,Business Services
1764,LCNB,NASDAQ,Lcnb Corporation,Finance,Major Banks
1765,LCUT,NASDAQ,Lifetime Brands Inc,Capital Goods,Industrial Machinery Components
1766,LDRI,NASDAQ,Powershares Ladderrite 05 Year Corporate Bond Portfolio,Missing,Missing
1767,LE,NASDAQ,Lands End Inc,Consumer Services,Clothing Shoe Accessory Stores
1768,LECO,NASDAQ,Lincoln Electric Holdings Inc,Technology,Industrial Machinery Components
1769,LEDS,NASDAQ,Semileds Corporation,Technology,Semiconductors
1770,LEGR,NASDAQ,First Trust Indxx Innovative Transaction And Process Etf,Missing,Missing
1771,LENS,NASDAQ,Presbia Plc,Health Care,Medical Dental Instruments
1772,LEVL,NASDAQ,Level One Bancorp Inc,Finance,Major Banks
1773,LEXEA,NASDAQ,Liberty Expedia Holdings Inc,Consumer Services,Other Consumer Services
1774,LEXEB,NASDAQ,Liberty Expedia Holdings Inc,Consumer Services,Other Consumer Services
1775,LFIN,NASDAQ,Longfin Corp,Technology,Edp Services
1776,LFUS,NASDAQ,Littelfuse Inc,Consumer Durables,Electrical Products
1777,LFVN,NASDAQ,Lifevantage Corporation,Health Care,Major Pharmaceuticals
1778,LGCY,NASDAQ,Legacy Reserves Lp,Energy,Oil And Gas Production
1779,LGCYO,NASDAQ,Legacy Reserves Lp,Energy,Oil And Gas Production
1780,LGCYP,NASDAQ,Legacy Reserves Lp,Energy,Oil And Gas Production
1781,LGIH,NASDAQ,Lgi Homes Inc,Capital Goods,Homebuilding
1782,LGND,NASDAQ,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
1783,LHCG,NASDAQ,Lhc Group,Health Care,Medical Nursing Services
1784,LIFE,NASDAQ,Atyr Pharma Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
1785,LILA,NASDAQ,Liberty Latin America Ltd,Consumer Services,Television Services
1786,LILAK,NASDAQ,Liberty Latin America Ltd,Consumer Services,Television Services
1787,LINC,NASDAQ,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services
1788,LIND,NASDAQ,Lindblad Expeditions Holdings Inc,Consumer Services,Transportation Services
1789,LINDW,NASDAQ,Lindblad Expeditions Holdings Inc,Consumer Services,Transportation Services
1790,LINK,NASDAQ,Interlink Electronics Inc,Technology,Computer Peripheral Equipment
1791,LINU,NASDAQ,Liniu Technology Group,Consumer Services,Servicesmisc Amusement And Recreation
1792,LION,NASDAQ,Fidelity Southern Corporation,Finance,Major Banks
1793,LITE,NASDAQ,Lumentum Holdings Inc,Consumer Durables,Telecommunications Equipment
1794,LIVE,NASDAQ,Live Ventures Incorporated,Finance,Finance Investors Services
1795,LIVN,NASDAQ,Livanova Plc,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
1796,LIVX,NASDAQ,Livexlive Media Inc,Consumer Services,Restaurants
1797,LJPC,NASDAQ,La Jolla Pharmaceutical Company,Health Care,Biotechnology Biological Products No Diagnostic Substances
1798,LKFN,NASDAQ,Lakeland Financial Corporation,Finance,Major Banks
1799,LKOR,NASDAQ,Flexshares Creditscored Us Long Corporate Bond Index Fund,Missing,Missing
1800,LKQ,NASDAQ,Lkq Corporation,Consumer Services,Motor Vehicles
1801,LLEX,NASDAQ,Lilis Energy Inc,Energy,Oil And Gas Production
1802,LLIT,NASDAQ,Lianluo Smart Limited,Health Care,Medical Dental Instruments
1803,LLNW,NASDAQ,Limelight Networks Inc,Miscellaneous,Business Services
1804,LMAT,NASDAQ,Lemaitre Vascular Inc,Health Care,Medical Dental Instruments
1805,LMB,NASDAQ,Limbach Holdings Inc,Basic Industries,Engineering And Construction
1806,LMBS,NASDAQ,First Trust Low Duration Opportunities Etf,Missing,Missing
1807,LMFA,NASDAQ,Lm Funding America Inc,Finance,Finance Consumer Services
1808,LMFAW,NASDAQ,Lm Funding America Inc,Finance,Finance Consumer Services
1809,LMNR,NASDAQ,Limoneira Co,Consumer Nondurables,Farming Seeds Milling
1810,LMNX,NASDAQ,Luminex Corporation,Health Care,Medical Dental Instruments
1811,LMRK,NASDAQ,Landmark Infrastructure Partners Lp,Consumer Services,Real Estate
1812,LMRKN,NASDAQ,Landmark Infrastructure Partners Lp,Consumer Services,Real Estate
1813,LMRKO,NASDAQ,Landmark Infrastructure Partners Lp,Consumer Services,Real Estate
1814,LMRKP,NASDAQ,Landmark Infrastructure Partners Lp,Consumer Services,Real Estate
1815,LNDC,NASDAQ,Landec Corporation,Consumer Nondurables,Packaged Foods
1816,LNGR,NASDAQ,Global X Longevity Thematic Etf,Missing,Missing
1817,LNTH,NASDAQ,Lantheus Holdings Inc,Health Care,Biotechnology In Vitro And In Vivo Diagnostic Substances
1818,LOAN,NASDAQ,Manhattan Bridge Capital Inc,Consumer Services,Real Estate Investment Trusts
1819,LOB,NASDAQ,Live Oak Bancshares Inc,Finance,Major Banks
1820,LOCO,NASDAQ,El Pollo Loco Holdings Inc,Consumer Services,Restaurants
1821,LOGI,NASDAQ,Logitech International Sa,Technology,Computer Peripheral Equipment
1822,LOGM,NASDAQ,Logmein Inc,Technology,Computer Software Prepackaged Software
1823,LONE,NASDAQ,Lonestar Resources Us Inc,Energy,Oil And Gas Production
1824,LOOP,NASDAQ,Loop Industries Inc,Public Utilities,Telecommunications Equipment
1825,LOPE,NASDAQ,Grand Canyon Education Inc,Consumer Services,Other Consumer Services
1826,LORL,NASDAQ,Loral Space And Communications Inc,Technology,Radio And Television Broadcasting And Communications Equipment
1827,LOXO,NASDAQ,Loxo Oncology Inc,Health Care,Major Pharmaceuticals
1828,LPCN,NASDAQ,Lipocine Inc,Health Care,Major Pharmaceuticals
1829,LPLA,NASDAQ,Lpl Financial Holdings Inc,Finance,Investment Bankers Brokers Service
1830,LPNT,NASDAQ,Lifepoint Health Inc,Health Care,Hospital Nursing Management
1831,LPSN,NASDAQ,Liveperson Inc,Technology,Computer Software Prepackaged Software
1832,LPTH,NASDAQ,Lightpath Technologies Inc,Technology,Semiconductors
1833,LPTX,NASDAQ,Leap Therapeutics Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
1834,LQDT,NASDAQ,Liquidity Services Inc,Miscellaneous,Business Services
1835,LRAD,NASDAQ,Lrad Corporation,Consumer Nondurables,Consumer Electronics Appliances
1836,LRCX,NASDAQ,Lam Research Corporation,Technology,Industrial Machinery Components
1837,LRGE,NASDAQ,Clearbridge Large Cap Growth Esg Etf,Missing,Missing
1838,LSBK,NASDAQ,Lake Shore Bancorp Inc,Finance,Savings Institutions
1839,LSCC,NASDAQ,Lattice Semiconductor Corporation,Technology,Semiconductors
1840,LSTR,NASDAQ,Landstar System Inc,Transportation,Trucking Freight Courier Services
1841,LSXMA,NASDAQ,Liberty Media Corporation,Consumer Services,Broadcasting
1842,LSXMB,NASDAQ,Liberty Media Corporation,Consumer Services,Broadcasting
1843,LSXMK,NASDAQ,Liberty Media Corporation,Consumer Services,Broadcasting
1844,LTBR,NASDAQ,Lightbridge Corporation,Consumer Services,Professional Services
1845,LTRPA,NASDAQ,Liberty Tripadvisor Holdings Inc,Technology,Edp Services
1846,LTRPB,NASDAQ,Liberty Tripadvisor Holdings Inc,Technology,Edp Services
1847,LTRX,NASDAQ,Lantronix Inc,Technology,Computer Communications Equipment
1848,LTXB,NASDAQ,Legacytexas Financial Group Inc,Finance,Savings Institutions
1849,LULU,NASDAQ,Lululemon Athletica Inc,Consumer Nondurables,Apparel
1850,LUNA,NASDAQ,Luna Innovations Incorporated,Health Care,Biotechnology Commercial Physical And Biological Resarch
1851,LVHD,NASDAQ,Legg Mason Low Volatility High Dividend Etf,Missing,Missing
1852,LWAY,NASDAQ,Lifeway Foods Inc,Consumer Nondurables,Packaged Foods
1853,LX,NASDAQ,Lexinfintech Holdings Ltd,Finance,Finance Consumer Services
1854,LXRX,NASDAQ,Lexicon Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
1855,LYL,NASDAQ,Dragon Victory International Limited,Finance,Finance Investors Services
1856,LYTS,NASDAQ,Lsi Industries Inc,Consumer Durables,Building Products
1857,MACK,NASDAQ,Merrimack Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
1858,MACQ,NASDAQ,M I Acquisitions Inc,Finance,Business Services
1859,MACQU,NASDAQ,M I Acquisitions Inc,Missing,Missing
1860,MACQW,NASDAQ,M I Acquisitions Inc,Finance,Business Services
1861,MAGS,NASDAQ,Magal Security Systems Ltd,Consumer Durables,Telecommunications Equipment
1862,MAMS,NASDAQ,Mam Software Group Inc,Technology,Computer Software Prepackaged Software
1863,MANH,NASDAQ,Manhattan Associates Inc,Technology,Computer Software Prepackaged Software
1864,MANT,NASDAQ,Mantech International Corporation,Consumer Services,Other Consumer Services
1865,MAR,NASDAQ,Marriott International,Consumer Services,Hotels Resorts
1866,MARA,NASDAQ,Marathon Patent Group Inc,Miscellaneous,Multisector Companies
1867,MARK,NASDAQ,Remark Holdings Inc,Consumer Services,Telecommunications Equipment
1868,MARPS,NASDAQ,Marine Petroleum Trust,Energy,Oil And Gas Production
1869,MASI,NASDAQ,Masimo Corporation,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
1870,MAT,NASDAQ,Mattel Inc,Consumer Nondurables,Recreational Products Toys
1871,MATR,NASDAQ,Mattersight Corporation,Technology,Edp Services
1872,MATW,NASDAQ,Matthews International Corporation,Capital Goods,Metal Fabrications
1873,MAYS,NASDAQ,J W Mays Inc,Consumer Services,Building Operators
1874,MB,NASDAQ,Mindbody Inc,Technology,Edp Services
1875,MBB,NASDAQ,Ishares Mbs Etf,Missing,Missing
1876,MBCN,NASDAQ,Middlefield Banc Corp,Finance,Major Banks
1877,MBFI,NASDAQ,Mb Financial Inc,Finance,Major Banks
1878,MBFIO,NASDAQ,Mb Financial Inc,Finance,Major Banks
1879,MBII,NASDAQ,Marrone Bio Innovations Inc,Basic Industries,Agricultural Chemicals
1880,MBIN,NASDAQ,Merchants Bancorp,Finance,Major Banks
1881,MBIO,NASDAQ,Mustang Bio Inc,Health Care,Major Pharmaceuticals
1882,MBOT,NASDAQ,Microbot Medical Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
1883,MBRX,NASDAQ,Moleculin Biotech Inc,Health Care,Major Pharmaceuticals
1884,MBSD,NASDAQ,Flexshares Disciplined Duration Mbs Index Fund,Missing,Missing
1885,MBTF,NASDAQ,M B T Financial Corp,Finance,Major Banks
1886,MBUU,NASDAQ,Malibu Boats Inc,Capital Goods,Marine Transportation
1887,MBVX,NASDAQ,Mabvax Therapeutics Holdings Inc,Health Care,Major Pharmaceuticals
1888,MBWM,NASDAQ,Mercantile Bank Corporation,Finance,Major Banks
1889,MCBC,NASDAQ,Macatawa Bank Corporation,Finance,Major Banks
1890,MCEF,NASDAQ,First Trust Municipal Cef Income Opportunity Etf,Missing,Missing
1891,MCEP,NASDAQ,Midcon Energy Partners Lp,Energy,Oil And Gas Production
1892,MCFT,NASDAQ,Mcbc Holdings Inc,Capital Goods,Marine Transportation
1893,MCHI,NASDAQ,Ishares Msci China Etf,Missing,Missing
1894,MCHP,NASDAQ,Microchip Technology Incorporated,Technology,Semiconductors
1895,MCHX,NASDAQ,Marchex Inc,Miscellaneous,Business Services
1896,MCRB,NASDAQ,Seres Therapeutics Inc,Health Care,Major Pharmaceuticals
1897,MCRI,NASDAQ,Monarch Casino And Resort Inc,Consumer Services,Hotels Resorts
1898,MDB,NASDAQ,Mongodb Inc,Technology,Computer Software Prepackaged Software
1899,MDCA,NASDAQ,Mdc Partners Inc,Technology,Advertising
1900,MDCO,NASDAQ,The Medicines Company,Health Care,Major Pharmaceuticals
1901,MDGL,NASDAQ,Madrigal Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
1902,MDGS,NASDAQ,Medigus Ltd,Health Care,Medical Dental Instruments
1903,MDIV,NASDAQ,First Trust Multiasset Diversified Income Index Fund,Missing,Missing
1904,MDLZ,NASDAQ,Mondelez International Inc,Consumer Nondurables,Packaged Foods
1905,MDRX,NASDAQ,Allscripts Healthcare Solutions Inc,Technology,Edp Services
1906,MDSO,NASDAQ,Medidata Solutions Inc,Technology,Computer Software Prepackaged Software
1907,MDWD,NASDAQ,Mediwound Ltd,Consumer Durables,Specialty Chemicals
1908,MDXG,NASDAQ,Mimedx Group Inc,Health Care,Medical Dental Instruments
1909,MEDP,NASDAQ,Medpace Holdings Inc,Health Care,Biotechnology Commercial Physical And Biological Resarch
1910,MEET,NASDAQ,The Meet Group Inc,Consumer Services,Advertising
1911,MEIP,NASDAQ,Mei Pharma Inc,Health Care,Major Pharmaceuticals
1912,MELI,NASDAQ,Mercadolibre Inc,Miscellaneous,Business Services
1913,MELR,NASDAQ,Melrose Bancorp Inc,Finance,Major Banks
1914,MEOH,NASDAQ,Methanex Corporation,Basic Industries,Major Chemicals
1915,MERC,NASDAQ,Mercer International Inc,Basic Industries,Paper
1916,MESO,NASDAQ,Mesoblast Limited,Health Care,Biotechnology Biological Products No Diagnostic Substances
1917,METC,NASDAQ,Ramaco Resources Inc,Energy,Coal Mining
1918,MFIN,NASDAQ,Medallion Financial Corp,Finance,Finance Consumer Services
1919,MFINL,NASDAQ,Medallion Financial Corp,Finance,Finance Consumer Services
1920,MFNC,NASDAQ,Mackinac Financial Corporation,Finance,Major Banks
1921,MFSF,NASDAQ,Mutualfirst Financial Inc,Finance,Major Banks
1922,MGEE,NASDAQ,Mge Energy Inc,Energy,Electric Utilities Central
1923,MGEN,NASDAQ,Miragen Therapeutics Inc,Health Care,Medical Specialities
1924,MGI,NASDAQ,Moneygram International Inc,Miscellaneous,Business Services
1925,MGIC,NASDAQ,Magic Software Enterprises Ltd,Technology,Computer Software Prepackaged Software
1926,MGLN,NASDAQ,Magellan Health Inc,Health Care,Hospital Nursing Management
1927,MGNX,NASDAQ,Macrogenics Inc,Health Care,Major Pharmaceuticals
1928,MGPI,NASDAQ,Mgp Ingredients Inc,Consumer Nondurables,Beverages Production Distribution
1929,MGRC,NASDAQ,Mcgrath Rentcorp,Technology,Diversified Commercial Services
1930,MGYR,NASDAQ,Magyar Bancorp Inc,Finance,Savings Institutions
1931,MHLD,NASDAQ,Maiden Holdings Ltd,Finance,Propertycasualty Insurers
1932,MICT,NASDAQ,Micronet Enertec Technologies Inc,Capital Goods,Electrical Products
1933,MIDD,NASDAQ,The Middleby Corporation,Technology,Industrial Machinery Components
1934,MIK,NASDAQ,The Michaels Companies Inc,Consumer Services,Recreational Products Toys
1935,MILN,NASDAQ,Global X Millennials Thematic Etf,Missing,Missing
1936,MIME,NASDAQ,Mimecast Limited,Technology,Computer Software Prepackaged Software
1937,MIND,NASDAQ,Mitcham Industries Inc,Technology,Diversified Commercial Services
1938,MINDP,NASDAQ,Mitcham Industries Inc,Technology,Diversified Commercial Services
1939,MINI,NASDAQ,Mobile Mini Inc,Capital Goods,Metal Fabrications
1940,MITK,NASDAQ,Mitek Systems Inc,Technology,Computer Peripheral Equipment
1941,MITL,NASDAQ,Mitel Networks Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
1942,MKGI,NASDAQ,Monaker Group Inc,Consumer Services,Transportation Services
1943,MKSI,NASDAQ,Mks Instruments Inc,Capital Goods,Industrial Machinery Components
1944,MKTX,NASDAQ,Marketaxess Holdings Inc,Finance,Investment Bankers Brokers Service
1945,MLAB,NASDAQ,Mesa Laboratories Inc,Capital Goods,Industrial Machinery Components
1946,MLCO,NASDAQ,Melco Resorts And Entertainment Limited,Consumer Services,Hotels Resorts
1947,MLHR,NASDAQ,Herman Miller Inc,Consumer Durables,Office Equipment Supplies Services
1948,MLNT,NASDAQ,Melinta Therapeutics Inc,Health Care,Major Pharmaceuticals
1949,MLNX,NASDAQ,Mellanox Technologies Ltd,Technology,Semiconductors
1950,MLVF,NASDAQ,Malvern Bancorp Inc,Finance,Banks
1951,MMAC,NASDAQ,Mma Capital Management Llc,Finance,Real Estate
1952,MMDM,NASDAQ,Modern Media Acquisition Corp,Finance,Business Services
1953,MMDMR,NASDAQ,Modern Media Acquisition Corp,Finance,Business Services
1954,MMDMU,NASDAQ,Modern Media Acquisition Corp,Finance,Business Services
1955,MMDMW,NASDAQ,Modern Media Acquisition Corp,Finance,Business Services
1956,MMLP,NASDAQ,Martin Midstream Partners Lp,Energy,Oil Refining Marketing
1957,MMSI,NASDAQ,Merit Medical Systems Inc,Health Care,Medical Dental Instruments
1958,MMYT,NASDAQ,Makemytrip Limited,Consumer Services,Transportation Services
1959,MNDO,NASDAQ,Mind Cti Ltd,Technology,Edp Services
1960,MNGA,NASDAQ,Magnegas Corporation,Technology,Industrial Machinery Components
1961,MNKD,NASDAQ,Mannkind Corporation,Health Care,Major Pharmaceuticals
1962,MNLO,NASDAQ,Menlo Therapeutics Inc,Health Care,Major Pharmaceuticals
1963,MNOV,NASDAQ,Medicinova Inc,Health Care,Major Pharmaceuticals
1964,MNRO,NASDAQ,Monro Inc,Consumer Services,Automotive Aftermarket
1965,MNST,NASDAQ,Monster Beverage Corporation,Consumer Nondurables,Beverages Production Distribution
1966,MNTA,NASDAQ,Momenta Pharmaceuticals Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
1967,MNTX,NASDAQ,Manitex International Inc,Technology,Industrial Machinery Components
1968,MOBL,NASDAQ,Mobileiron Inc,Technology,Computer Software Prepackaged Software
1969,MOFG,NASDAQ,Midwestone Financial Group Inc,Finance,Major Banks
1970,MOGLC,NASDAQ,Gabelli Nextshares Trust,Missing,Missing
1971,MOGO,NASDAQ,Mogo Finance Technology Inc,Finance,Finance Consumer Services
1972,MOMO,NASDAQ,Momo Inc,Technology,Computer Software Prepackaged Software
1973,MOR,NASDAQ,Morphosys Ag,Health Care,Major Pharmaceuticals
1974,MORN,NASDAQ,Morningstar Inc,Finance,Investment Managers
1975,MOSY,NASDAQ,Mosys Inc,Technology,Semiconductors
1976,MOTS,NASDAQ,Motus Gi Holdings Inc,Health Care,Medical Dental Instruments
1977,MOXC,NASDAQ,Moxian Inc,Technology,Computer Software Programming Data Processing
1978,MPAA,NASDAQ,Motorcar Parts Of America Inc,Capital Goods,Auto Partsoem
1979,MPAC,NASDAQ,Matlin And Partners Acquisition Corporation,Finance,Business Services
1980,MPACU,NASDAQ,Matlin And Partners Acquisition Corporation,Finance,Business Services
1981,MPACW,NASDAQ,Matlin And Partners Acquisition Corporation,Finance,Business Services
1982,MPB,NASDAQ,Mid Penn Bancorp,Finance,Major Banks
1983,MPCT,NASDAQ,Ishares Msci Global Impact Etf,Missing,Missing
1984,MPVD,NASDAQ,Mountain Province Diamonds Inc,Basic Industries,Precious Metals
1985,MPWR,NASDAQ,Monolithic Power Systems Inc,Technology,Semiconductors
1986,MRAM,NASDAQ,Everspin Technologies Inc,Technology,Semiconductors
1987,MRBK,NASDAQ,Meridian Bank,Missing,Missing
1988,MRCC,NASDAQ,Monroe Capital Corporation,Missing,Missing
1989,MRCY,NASDAQ,Mercury Systems Inc,Capital Goods,Electrical Products
1990,MRLN,NASDAQ,Marlin Business Services Corp,Finance,Major Banks
1991,MRNS,NASDAQ,Marinus Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
1992,MRSN,NASDAQ,Mersana Therapeutics Inc,Health Care,Major Pharmaceuticals
1993,MRTN,NASDAQ,Marten Transport Ltd,Transportation,Trucking Freight Courier Services
1994,MRTX,NASDAQ,Mirati Therapeutics Inc,Health Care,Major Pharmaceuticals
1995,MRUS,NASDAQ,Merus Nv,Health Care,Major Pharmaceuticals
1996,MRVL,NASDAQ,Marvell Technology Group Ltd,Technology,Semiconductors
1997,MSBF,NASDAQ,Msb Financial Corp,Finance,Savings Institutions
1998,MSBI,NASDAQ,Midland States Bancorp Inc,Finance,Major Banks
1999,MSCC,NASDAQ,Microsemi Corporation,Technology,Semiconductors
2000,MSEX,NASDAQ,Middlesex Water Company,Public Utilities,Water Supply
2001,MSFT,NASDAQ,Microsoft Corporation,Technology,Computer Software Prepackaged Software
2002,MSON,NASDAQ,Misonix Inc,Capital Goods,Medical Specialities
2003,MSTR,NASDAQ,Microstrategy Incorporated,Technology,Computer Software Prepackaged Software
2004,MTBC,NASDAQ,Medical Transcription Billing Corp,Technology,Computer Software Prepackaged Software
2005,MTBCP,NASDAQ,Medical Transcription Billing Corp,Technology,Computer Software Prepackaged Software
2006,MTCH,NASDAQ,Match Group Inc,Technology,Computer Software Programming Data Processing
2007,MTEC,NASDAQ,Mtech Acquisition Corp,Finance,Business Services
2008,MTECU,NASDAQ,Mtech Acquisition Corp,Finance,Business Services
2009,MTECW,NASDAQ,Mtech Acquisition Corp,Finance,Business Services
2010,MTEM,NASDAQ,Molecular Templates Inc,Health Care,Major Pharmaceuticals
2011,MTEX,NASDAQ,Mannatech Incorporated,Consumer Durables,Specialty Chemicals
2012,MTFB,NASDAQ,Motif Bio Plc,Health Care,Major Pharmaceuticals
2013,MTFBW,NASDAQ,Motif Bio Plc,Health Care,Major Pharmaceuticals
2014,MTGE,NASDAQ,Mtge Investment Corp,Consumer Services,Real Estate Investment Trusts
2015,MTGEP,NASDAQ,Mtge Investment Corp,Consumer Services,Real Estate Investment Trusts
2016,MTLS,NASDAQ,Materialise Nv,Technology,Computer Software Prepackaged Software
2017,MTP,NASDAQ,Midatech Pharma Plc,Health Care,Major Pharmaceuticals
2018,MTRX,NASDAQ,Matrix Service Company,Basic Industries,Engineering And Construction
2019,MTSC,NASDAQ,Mts Systems Corporation,Capital Goods,Industrial Machinery Components
2020,MTSI,NASDAQ,Macom Technology Solutions Holdings Inc,Technology,Semiconductors
2021,MTSL,NASDAQ,Mer Telemanagement Solutions Ltd,Public Utilities,Telecommunications Equipment
2022,MU,NASDAQ,Micron Technology Inc,Technology,Semiconductors
2023,MUDS,NASDAQ,Mudrick Capital Acquisition Corporation,Finance,Business Services
2024,MUDSU,NASDAQ,Mudrick Capital Acquisition Corporation,Finance,Business Services
2025,MUDSW,NASDAQ,Mudrick Capital Acquisition Corporation,Finance,Business Services
2026,MVBF,NASDAQ,Mvb Financial Corp,Finance,Major Banks
2027,MVIS,NASDAQ,Microvision Inc,Capital Goods,Industrial Machinery Components
2028,MXIM,NASDAQ,Maxim Integrated Products Inc,Technology,Semiconductors
2029,MXWL,NASDAQ,Maxwell Technologies Inc,Miscellaneous,Industrial Machinery Components
2030,MYGN,NASDAQ,Myriad Genetics Inc,Health Care,Biotechnology In Vitro And In Vivo Diagnostic Substances
2031,MYL,NASDAQ,Mylan Nv,Health Care,Major Pharmaceuticals
2032,MYND,NASDAQ,Mynd Analytics Inc,Health Care,Hospital Nursing Management
2033,MYNDW,NASDAQ,Mynd Analytics Inc,Health Care,Hospital Nursing Management
2034,MYOK,NASDAQ,Myokardia Inc,Health Care,Major Pharmaceuticals
2035,MYOS,NASDAQ,Myos Rens Technology Inc,Health Care,Major Pharmaceuticals
2036,MYRG,NASDAQ,Myr Group Inc,Basic Industries,Water Supply
2037,MYSZ,NASDAQ,My Size Inc,Technology,Computer Software Prepackaged Software
2038,MZOR,NASDAQ,Mazor Robotics Ltd,Health Care,Medical Dental Instruments
2039,NAII,NASDAQ,Natural Alternatives International Inc,Consumer Durables,Specialty Chemicals
2040,NAKD,NASDAQ,Naked Brand Group Inc,Consumer Nondurables,Apparel
2041,NANO,NASDAQ,Nanometrics Incorporated,Capital Goods,Industrial Machinery Components
2042,NAOV,NASDAQ,Nanovibronix Inc,Health Care,Industrial Specialties
2043,NATH,NASDAQ,Nathans Famous Inc,Consumer Services,Restaurants
2044,NATI,NASDAQ,National Instruments Corporation,Technology,Computer Software Prepackaged Software
2045,NATR,NASDAQ,Natures Sunshine Products Inc,Health Care,Major Pharmaceuticals
2046,NAUH,NASDAQ,National American University Holdings Inc,Consumer Services,Other Consumer Services
2047,NAVG,NASDAQ,The Navigators Group Inc,Finance,Propertycasualty Insurers
2048,NAVI,NASDAQ,Navient Corporation,Finance,Investment Bankers Brokers Service
2049,NBEV,NASDAQ,New Age Beverages Corporation,Consumer Nondurables,Beverages Production Distribution
2050,NBIX,NASDAQ,Neurocrine Biosciences Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
2051,NBN,NASDAQ,Northeast Bancorp,Finance,Major Banks
2052,NBRV,NASDAQ,Nabriva Therapeutics Plc,Health Care,Major Pharmaceuticals
2053,NBTB,NASDAQ,Nbt Bancorp Inc,Finance,Major Banks
2054,NCBS,NASDAQ,Nicolet Bankshares Inc,Finance,Major Banks
2055,NCMI,NASDAQ,National Cinemedia Inc,Consumer Services,Advertising
2056,NCNA,NASDAQ,Nucana Plc,Health Care,Major Pharmaceuticals
2057,NCOM,NASDAQ,National Commerce Corporation,Finance,Major Banks
2058,NCSM,NASDAQ,Ncs Multistage Holdings Inc,Energy,Oilfield Services Equipment
2059,NCTY,NASDAQ,The9 Limited,Miscellaneous,Business Services
2060,NDAQ,NASDAQ,Nasdaq Inc,Finance,Investment Bankers Brokers Service
2061,NDLS,NASDAQ,Noodles And Company,Consumer Services,Restaurants
2062,NDRA,NASDAQ,Endra Life Sciences Inc,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
2063,NDRAW,NASDAQ,Endra Life Sciences Inc,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
2064,NDSN,NASDAQ,Nordson Corporation,Capital Goods,Industrial Machinery Components
2065,NEBU,NASDAQ,Nebula Acquisition Corporation,Finance,Business Services
2066,NEBUU,NASDAQ,Nebula Acquisition Corporation,Finance,Business Services
2067,NEBUW,NASDAQ,Nebula Acquisition Corporation,Finance,Business Services
2068,NEO,NASDAQ,Neogenomics Inc,Health Care,Precision Instruments
2069,NEOG,NASDAQ,Neogen Corporation,Health Care,Biotechnology In Vitro And In Vivo Diagnostic Substances
2070,NEON,NASDAQ,Neonode Inc,Capital Goods,Industrial Machinery Components
2071,NEOS,NASDAQ,Neos Therapeutics Inc,Health Care,Major Pharmaceuticals
2072,NEPT,NASDAQ,Neptune Technologies And Bioresources Inc,Health Care,Major Pharmaceuticals
2073,NERV,NASDAQ,Minerva Neurosciences Inc,Health Care,Major Pharmaceuticals
2074,NESR,NASDAQ,National Energy Services Reunited Corp,Energy,Oilfield Services Equipment
2075,NESRW,NASDAQ,National Energy Services Reunited Corp,Energy,Oilfield Services Equipment
2076,NETE,NASDAQ,Net Element Inc,Technology,Edp Services
2077,NEWA,NASDAQ,Newater Technology Inc,Basic Industries,Miscellaneous
2078,NEWT,NASDAQ,Newtek Business Services Corp,Missing,Missing
2079,NEWTI,NASDAQ,Newtek Business Services Corp,Missing,Missing
2080,NEWTZ,NASDAQ,Newtek Business Services Corp,Missing,Missing
2081,NEXT,NASDAQ,Nextdecade Corporation,Public Utilities,Oil And Gas Production
2082,NFBK,NASDAQ,Northfield Bancorp Inc,Finance,Savings Institutions
2083,NFEC,NASDAQ,Nf Energy Saving Corporation,Capital Goods,Metal Fabrications
2084,NFLX,NASDAQ,Netflix Inc,Consumer Services,Consumer Electronics Video Chains
2085,NFTY,NASDAQ,First Trust India Nifty 50 Equal Weight Etf,Missing,Missing
2086,NGHC,NASDAQ,National General Holdings Corp,Finance,Propertycasualty Insurers
2087,NGHCN,NASDAQ,National General Holdings Corp,Finance,Propertycasualty Insurers
2088,NGHCO,NASDAQ,National General Holdings Corp,Finance,Propertycasualty Insurers
